Name,ID,Class,Section,Phone,Email,Math,English,Hindi,Science,Economics,History,Geography,Telugu,Physics,Chemistry
Student_5281,d72395f8,8,B,9661952931,student_5281@school.com,90.0,92.0,,,,71.0,45.0,69.0,,
Student_5282,fa89f4b1,11,E,6727438743,student_5282@school.com,,45.0,74.0,90.0,45.0,46.0,,,,
Student_5283,1893f179,7,A,7024084594,student_5283@school.com,84.0,,40.0,84.0,,85.0,,44.0,,
Student_5284,11d4dab8,8,C,9313829317,student_5284@school.com,95.0,,,,56.0,99.0,,57.0,86.0,
Student_5285,4616e787,8,C,9576592218,student_5285@school.com,61.0,,,,,40.0,42.0,,96.0,96.0
Student_5286,db7a0be4,6,B,7698580032,student_5286@school.com,,40.0,,64.0,,100.0,,60.0,,67.0
Student_5287,184d675d,8,A,6798134627,student_5287@school.com,,,,74.0,60.0,81.0,,80.0,43.0,
Student_5288,9fd90f1e,11,E,7542965495,student_5288@school.com,68.0,,40.0,,53.0,86.0,,,96.0,
Student_5289,d24b2fd3,7,C,7828865812,student_5289@school.com,,,51.0,,,59.0,91.0,,53.0,84.0
Student_5290,a3ce9dd7,8,A,7131600720,student_5290@school.com,43.0,,,64.0,52.0,,69.0,,,97.0
Student_5291,3e3b695a,9,B,7326141164,student_5291@school.com,,98.0,,,63.0,,,83.0,88.0,97.0
Student_5292,e590d845,7,A,6833394963,student_5292@school.com,58.0,,57.0,,54.0,,,,55.0,71.0
Student_5293,94446249,6,C,9816882394,student_5293@school.com,87.0,,85.0,60.0,,69.0,,,,44.0
Student_5294,d7b8feb6,6,A,9494164387,student_5294@school.com,63.0,50.0,,,70.0,,42.0,,,92.0
Student_5295,b0933201,6,C,9289482437,student_5295@school.com,,,,90.0,,,71.0,50.0,74.0,93.0
Student_5296,f3445e81,6,D,9356613890,student_5296@school.com,42.0,49.0,84.0,,85.0,,,,52.0,
Student_5297,635e76c9,7,A,8958559948,student_5297@school.com,68.0,,73.0,,,,52.0,65.0,,81.0
Student_5298,717b6ef0,8,E,9000608915,student_5298@school.com,72.0,57.0,,,85.0,,,77.0,61.0,
Student_5299,3dbe09e3,6,E,7361871459,student_5299@school.com,,40.0,76.0,,79.0,,83.0,,47.0,
Student_5300,0278025a,9,E,7298659816,student_5300@school.com,,,64.0,95.0,,45.0,,,96.0,91.0
Student_5301,0dfdabc0,11,D,6912188562,student_5301@school.com,,90.0,81.0,,,,63.0,54.0,99.0,
Student_5302,40d1246f,10,D,8335291664,student_5302@school.com,,40.0,,73.0,71.0,,,65.0,95.0,
Student_5303,168ff971,11,A,6290588381,student_5303@school.com,,,,82.0,83.0,68.0,75.0,,,68.0
Student_5304,d0f70cef,8,A,9042619429,student_5304@school.com,58.0,,72.0,63.0,,46.0,63.0,,,
Student_5305,b364aa3e,10,E,6568603133,student_5305@school.com,94.0,,,,,66.0,40.0,68.0,,57.0
Student_5306,f944aef3,7,A,9601653611,student_5306@school.com,45.0,57.0,77.0,53.0,,,66.0,,,
Student_5307,e5b861f2,11,A,7692128279,student_5307@school.com,95.0,,,,98.0,79.0,87.0,,71.0,
Student_5308,6214bec2,11,D,7731907336,student_5308@school.com,,95.0,,51.0,61.0,,,,65.0,77.0
Student_5309,995ac017,7,A,9233257807,student_5309@school.com,,,,73.0,,74.0,54.0,96.0,41.0,
Student_5310,6aaaf871,9,B,6933885064,student_5310@school.com,,65.0,,54.0,,,,80.0,51.0,79.0
Student_5311,ab50c40b,8,D,8180801099,student_5311@school.com,95.0,77.0,,60.0,,97.0,,,,40.0
Student_5312,b9650b55,10,C,7115343925,student_5312@school.com,48.0,77.0,,40.0,48.0,,,,93.0,
Student_5313,d303d843,6,E,8009084501,student_5313@school.com,53.0,,77.0,,,47.0,,90.0,96.0,
Student_5314,809f3844,7,A,9866394195,student_5314@school.com,,,,87.0,43.0,,69.0,,69.0,80.0
Student_5315,f67e2e40,8,D,7555473527,student_5315@school.com,,42.0,90.0,,,,,66.0,45.0,50.0
Student_5316,b06a52f1,6,A,6334881324,student_5316@school.com,,,,69.0,62.0,58.0,,85.0,83.0,
Student_5317,7f9e3038,6,A,8540656556,student_5317@school.com,80.0,,,,92.0,85.0,53.0,63.0,,
Student_5318,438497ed,11,A,8236313514,student_5318@school.com,,,90.0,,,43.0,,72.0,59.0,93.0
Student_5319,3454f586,11,B,7309658542,student_5319@school.com,64.0,71.0,,,,93.0,67.0,85.0,,
Student_5320,31cd41a1,9,C,8812683409,student_5320@school.com,58.0,85.0,,80.0,,,53.0,,95.0,
Student_5321,9e5a7923,6,B,6948785975,student_5321@school.com,,52.0,,74.0,,62.0,60.0,,96.0,
Student_5322,247a13ee,11,B,8877522852,student_5322@school.com,,61.0,61.0,60.0,,56.0,,,56.0,
Student_5323,afa4e2e2,6,D,7295283173,student_5323@school.com,63.0,,,44.0,,67.0,,74.0,,58.0
Student_5324,43412a58,11,C,6578092848,student_5324@school.com,70.0,,,63.0,50.0,61.0,84.0,,,
Student_5325,0af643dc,6,D,8874071417,student_5325@school.com,74.0,,61.0,68.0,63.0,,,,91.0,
Student_5326,2f2db94c,10,E,8055748093,student_5326@school.com,,,92.0,74.0,,,,84.0,42.0,89.0
Student_5327,50c716f6,8,D,6403472364,student_5327@school.com,42.0,,93.0,61.0,,61.0,,97.0,,
Student_5328,efbd4981,10,D,9061719719,student_5328@school.com,,,,48.0,,98.0,61.0,,92.0,47.0
Student_5329,182394f7,8,C,6598732107,student_5329@school.com,,,87.0,97.0,72.0,99.0,,,56.0,
Student_5330,677d52c4,10,A,7309909792,student_5330@school.com,70.0,,48.0,,73.0,53.0,,47.0,,
Student_5331,3079bc89,7,E,8703511324,student_5331@school.com,,91.0,,,82.0,97.0,50.0,80.0,,
Student_5332,898363d0,8,A,9109833886,student_5332@school.com,,91.0,59.0,68.0,,61.0,,,78.0,
Student_5333,6db7e9a0,9,C,6492053545,student_5333@school.com,74.0,,74.0,78.0,45.0,,,,,69.0
Student_5334,45f82033,9,D,9665959603,student_5334@school.com,68.0,,,,95.0,61.0,72.0,62.0,,
Student_5335,30595391,7,C,7171382620,student_5335@school.com,,,,84.0,53.0,86.0,,,59.0,77.0
Student_5336,fcfc4ec9,8,E,9254122489,student_5336@school.com,61.0,54.0,,72.0,,47.0,75.0,,,
Student_5337,b124685d,11,B,7793311177,student_5337@school.com,,46.0,,,,51.0,73.0,45.0,,94.0
Student_5338,0530dc7c,8,B,7019358745,student_5338@school.com,79.0,,44.0,80.0,,,,77.0,47.0,
Student_5339,5b9d97cb,10,C,6499967963,student_5339@school.com,44.0,60.0,42.0,,,,,92.0,,100.0
Student_5340,fde35f7b,8,B,9388395697,student_5340@school.com,,,74.0,80.0,,,,51.0,63.0,46.0
Student_5341,6cbe354f,9,A,8509965537,student_5341@school.com,,49.0,,97.0,,100.0,,,72.0,67.0
Student_5342,25398808,10,B,6463555450,student_5342@school.com,,,,,81.0,47.0,,70.0,85.0,42.0
Student_5343,ee6b309a,8,A,9899132547,student_5343@school.com,,72.0,77.0,,91.0,,,77.0,77.0,
Student_5344,58b26d8a,9,E,7602535296,student_5344@school.com,97.0,47.0,,,,,52.0,76.0,97.0,
Student_5345,bf848bde,9,B,9266706540,student_5345@school.com,86.0,,93.0,,,76.0,55.0,40.0,,
Student_5346,dcd790dc,6,A,7973163140,student_5346@school.com,81.0,72.0,86.0,,79.0,85.0,,,,
Student_5347,8042e713,9,A,7735187224,student_5347@school.com,49.0,,,91.0,,,52.0,,72.0,98.0
Student_5348,8c9ba3aa,8,D,7168321806,student_5348@school.com,53.0,72.0,63.0,41.0,65.0,,,,,
Student_5349,eeb85e03,11,D,7631062559,student_5349@school.com,45.0,,,64.0,,92.0,99.0,86.0,,
Student_5350,4a0cdd1d,6,B,9425006916,student_5350@school.com,79.0,,89.0,,50.0,,43.0,,51.0,
Student_5351,733acc4a,8,D,9446894353,student_5351@school.com,,86.0,,45.0,88.0,73.0,59.0,,,
Student_5352,b28dc6c9,8,A,9557895844,student_5352@school.com,,,83.0,100.0,,,92.0,98.0,68.0,
Student_5353,7508a6d7,10,A,6228727235,student_5353@school.com,54.0,81.0,52.0,,,98.0,,76.0,,
Student_5354,ee2d1869,11,D,9703153429,student_5354@school.com,,82.0,,51.0,45.0,,,64.0,51.0,
Student_5355,2bc10f0a,9,B,6105697645,student_5355@school.com,53.0,,46.0,,99.0,,,,49.0,97.0
Student_5356,44d80759,9,D,8886656779,student_5356@school.com,99.0,41.0,96.0,,,,88.0,,,87.0
Student_5357,a692f02a,9,D,6318282195,student_5357@school.com,91.0,42.0,100.0,,79.0,,63.0,,,
Student_5358,d9b243b1,10,A,7502665663,student_5358@school.com,43.0,,91.0,,,71.0,,,72.0,86.0
Student_5359,ec2d7e8e,6,C,7292946181,student_5359@school.com,,,65.0,80.0,72.0,,77.0,,,40.0
Student_5360,1ff773dc,8,C,7750289964,student_5360@school.com,82.0,,,96.0,65.0,,,,51.0,88.0
Student_5361,f21a7255,11,E,8875956663,student_5361@school.com,,,57.0,41.0,,,,64.0,64.0,66.0
Student_5362,18ea24d4,9,C,7382341568,student_5362@school.com,,74.0,,59.0,,88.0,,51.0,87.0,
Student_5363,ab9b2f52,8,A,7686179329,student_5363@school.com,93.0,,,,95.0,,49.0,61.0,,49.0
Student_5364,b1287506,11,C,9404967171,student_5364@school.com,84.0,,,,54.0,91.0,63.0,58.0,,
Student_5365,116b685b,11,C,6886113195,student_5365@school.com,65.0,,44.0,87.0,97.0,,,,,79.0
Student_5366,d7fe24dd,9,C,6139791497,student_5366@school.com,,,,77.0,,70.0,100.0,59.0,,74.0
Student_5367,b3b6050f,9,E,7679921194,student_5367@school.com,73.0,60.0,,,95.0,82.0,57.0,,,
Student_5368,cccdd8e4,6,A,9225830029,student_5368@school.com,64.0,,81.0,,45.0,61.0,,60.0,,
Student_5369,54add692,7,A,8304864493,student_5369@school.com,91.0,,,,62.0,,60.0,,78.0,90.0
Student_5370,b1c9334c,10,E,9548437931,student_5370@school.com,70.0,52.0,75.0,,53.0,,,,,64.0
Student_5371,b309bdd1,6,D,6066192921,student_5371@school.com,,,56.0,,,52.0,86.0,100.0,,79.0
Student_5372,d628d7aa,7,C,7765212986,student_5372@school.com,,,,100.0,83.0,83.0,,51.0,89.0,
Student_5373,dfbddfd6,11,B,7121477918,student_5373@school.com,91.0,47.0,,80.0,,99.0,,66.0,,
Student_5374,6b8e5aec,8,B,9603510533,student_5374@school.com,88.0,,51.0,87.0,,58.0,,94.0,,
Student_5375,baa6904a,8,B,9261716462,student_5375@school.com,93.0,,,,91.0,,,61.0,93.0,74.0
Student_5376,a422a0c7,7,A,6702300317,student_5376@school.com,,,97.0,,56.0,,,42.0,82.0,41.0
Student_5377,d608cdd0,6,E,8974212706,student_5377@school.com,72.0,84.0,86.0,,,61.0,,,,57.0
Student_5378,585a5ae6,7,D,8809951466,student_5378@school.com,74.0,77.0,,,,44.0,,80.0,49.0,
Student_5379,8d92b3f8,7,E,9793572122,student_5379@school.com,60.0,,75.0,,,96.0,80.0,,,57.0
Student_5380,f4297c45,7,B,6180497015,student_5380@school.com,61.0,50.0,,,,,93.0,,52.0,90.0
Student_5381,290d7a2e,6,C,9848819533,student_5381@school.com,44.0,87.0,,72.0,68.0,,44.0,,,
Student_5382,87799e8b,11,B,7979845480,student_5382@school.com,86.0,92.0,,,72.0,,77.0,,93.0,
Student_5383,7318de0a,7,E,7714565862,student_5383@school.com,69.0,45.0,78.0,78.0,,,,51.0,,
Student_5384,60f6f63d,8,C,9621992547,student_5384@school.com,,85.0,,94.0,,,42.0,47.0,,80.0
Student_5385,f2e55a0a,11,D,6683170308,student_5385@school.com,,89.0,,,,73.0,47.0,,78.0,52.0
Student_5386,7cfa608b,10,A,7745042856,student_5386@school.com,70.0,,41.0,54.0,86.0,,,,,56.0
Student_5387,be4333cf,11,C,6632341025,student_5387@school.com,,46.0,49.0,,,,88.0,,65.0,49.0
Student_5388,3208b09c,8,A,9020382131,student_5388@school.com,68.0,,,,61.0,59.0,93.0,,,90.0
Student_5389,57446369,11,B,7982644208,student_5389@school.com,84.0,95.0,85.0,40.0,,,,80.0,,
Student_5390,52e1fcd3,11,E,7841382420,student_5390@school.com,43.0,97.0,,78.0,,,61.0,,77.0,
Student_5391,55c32e0a,7,D,6893716413,student_5391@school.com,,47.0,48.0,,,,,67.0,42.0,97.0
Student_5392,791b7670,11,D,6135735396,student_5392@school.com,82.0,,,,89.0,65.0,90.0,,,40.0
Student_5393,973da7b6,9,E,7770240737,student_5393@school.com,90.0,76.0,,,97.0,70.0,,,,42.0
Student_5394,14d121f7,6,E,9625151928,student_5394@school.com,83.0,,88.0,,79.0,56.0,77.0,,,
Student_5395,6eada478,11,E,7697438746,student_5395@school.com,,,55.0,,46.0,88.0,64.0,,,66.0
Student_5396,47a642bb,10,B,9169829825,student_5396@school.com,44.0,,52.0,,71.0,61.0,60.0,,,
Student_5397,df450a0a,7,C,7512008330,student_5397@school.com,,62.0,,100.0,,98.0,75.0,,,72.0
Student_5398,82448b65,10,E,6625443049,student_5398@school.com,,80.0,76.0,,45.0,63.0,,,87.0,
Student_5399,d5a2c1aa,11,E,8982151714,student_5399@school.com,,95.0,83.0,,67.0,100.0,,,,87.0
Student_5400,9d43bd38,11,B,8917885791,student_5400@school.com,,52.0,,,66.0,88.0,74.0,73.0,,
Student_5401,3cc58776,8,D,9121486254,student_5401@school.com,52.0,,91.0,65.0,56.0,85.0,,,,
Student_5402,ec4b3869,11,C,9101352169,student_5402@school.com,,57.0,77.0,,,,,74.0,65.0,53.0
Student_5403,4fb8223e,6,B,7628133233,student_5403@school.com,,53.0,78.0,,,67.0,,,88.0,80.0
Student_5404,db493041,9,B,6400330863,student_5404@school.com,64.0,46.0,,57.0,,,,,57.0,69.0
Student_5405,c6d19e0d,8,C,6823413082,student_5405@school.com,83.0,,,98.0,74.0,,68.0,,49.0,
Student_5406,f85558e4,9,C,9022096876,student_5406@school.com,,,53.0,61.0,61.0,63.0,,,,100.0
Student_5407,7068ae8f,6,E,9101209714,student_5407@school.com,80.0,58.0,98.0,,,,,42.0,89.0,
Student_5408,bb275086,6,B,7847582475,student_5408@school.com,69.0,,68.0,,100.0,67.0,,,80.0,
Student_5409,aaef7381,8,E,7635998816,student_5409@school.com,81.0,66.0,,,68.0,53.0,,,71.0,
Student_5410,2403e75b,10,E,9420275015,student_5410@school.com,,95.0,,50.0,48.0,,94.0,,97.0,
Student_5411,31a322af,11,B,7834481531,student_5411@school.com,,,,63.0,,68.0,,43.0,75.0,40.0
Student_5412,2017fc1b,10,D,8113531405,student_5412@school.com,,,85.0,74.0,,96.0,,51.0,,63.0
Student_5413,18d51a51,6,B,7845886129,student_5413@school.com,,63.0,,,,53.0,88.0,,42.0,68.0
Student_5414,e57c0fbb,10,E,7632738538,student_5414@school.com,,46.0,70.0,,78.0,72.0,,,49.0,
Student_5415,988e9bfd,8,B,9113858373,student_5415@school.com,,,,,51.0,93.0,51.0,89.0,91.0,
Student_5416,d12888c7,11,A,9147215855,student_5416@school.com,,,79.0,100.0,44.0,,,65.0,,67.0
Student_5417,47985fff,7,D,7598218245,student_5417@school.com,75.0,,43.0,,86.0,,50.0,76.0,,
Student_5418,5c334b72,10,D,9406408911,student_5418@school.com,69.0,69.0,,,,,89.0,51.0,,94.0
Student_5419,0894ba68,11,B,7758677899,student_5419@school.com,,,62.0,,,53.0,79.0,,81.0,45.0
Student_5420,200c87d8,6,B,6899699740,student_5420@school.com,51.0,,,89.0,,,,70.0,40.0,47.0
Student_5421,c6357c91,10,C,7909408826,student_5421@school.com,,42.0,87.0,76.0,,,,78.0,,81.0
Student_5422,3b055de7,6,B,6529545813,student_5422@school.com,,,,,71.0,,63.0,95.0,86.0,87.0
Student_5423,abda8ae8,11,B,7372947364,student_5423@school.com,68.0,86.0,47.0,68.0,,,,,,70.0
Student_5424,72205ff1,10,A,6076566766,student_5424@school.com,67.0,53.0,,,,,60.0,,85.0,96.0
Student_5425,247522ed,6,B,6961940282,student_5425@school.com,,,83.0,,86.0,,,56.0,52.0,70.0
Student_5426,bbac873e,10,D,9592232560,student_5426@school.com,56.0,67.0,,72.0,,,,100.0,68.0,
Student_5427,e873e616,11,C,9893972962,student_5427@school.com,,,71.0,,92.0,,45.0,,58.0,72.0
Student_5428,51b3dc45,9,A,7010418365,student_5428@school.com,,,,67.0,,44.0,41.0,97.0,43.0,
Student_5429,7cc15c6b,10,D,7381765577,student_5429@school.com,83.0,100.0,,,,,96.0,,91.0,80.0
Student_5430,6876898b,11,B,9244048672,student_5430@school.com,,64.0,90.0,41.0,,,44.0,84.0,,
Student_5431,9911fc39,11,C,7297719188,student_5431@school.com,58.0,41.0,,,,52.0,,84.0,91.0,
Student_5432,8d0aad33,11,C,8237384695,student_5432@school.com,,100.0,,,78.0,,64.0,56.0,,59.0
Student_5433,a3f4a6cb,8,B,9433308653,student_5433@school.com,86.0,,,43.0,85.0,,97.0,,,99.0
Student_5434,4f9b3681,8,A,7329293437,student_5434@school.com,,60.0,79.0,98.0,,,,85.0,69.0,
Student_5435,84410a63,10,B,8215673625,student_5435@school.com,73.0,94.0,76.0,,99.0,,,61.0,,
Student_5436,44aec7af,9,A,9995213414,student_5436@school.com,79.0,,,91.0,53.0,82.0,,92.0,,
Student_5437,edd5b1d4,6,D,7454833321,student_5437@school.com,49.0,75.0,59.0,,40.0,79.0,,,,
Student_5438,c84b8cba,8,C,6464378464,student_5438@school.com,,82.0,99.0,78.0,77.0,,,,94.0,
Student_5439,b9b3925c,7,E,6100339878,student_5439@school.com,72.0,75.0,,,96.0,91.0,89.0,,,
Student_5440,b1195fb4,9,E,8928661878,student_5440@school.com,57.0,,,79.0,,76.0,50.0,,79.0,
Student_5441,cde6bc42,9,C,9260960899,student_5441@school.com,,,48.0,,95.0,53.0,100.0,,78.0,
Student_5442,7b9ec77a,6,E,7075132764,student_5442@school.com,,,82.0,,,70.0,53.0,69.0,,83.0
Student_5443,432a7ce4,10,E,9110155280,student_5443@school.com,62.0,,47.0,,,,72.0,48.0,,65.0
Student_5444,112aeb57,6,B,8452248765,student_5444@school.com,,69.0,65.0,96.0,,,,97.0,,84.0
Student_5445,899cfd97,11,A,7098156746,student_5445@school.com,,84.0,85.0,,81.0,,,,69.0,44.0
Student_5446,29e0949c,9,E,8752599083,student_5446@school.com,92.0,,,48.0,86.0,68.0,,,76.0,
Student_5447,0d619278,8,A,6210943153,student_5447@school.com,,,,85.0,98.0,81.0,86.0,,44.0,
Student_5448,bc2b07c0,8,B,8104030722,student_5448@school.com,,,49.0,64.0,,,46.0,48.0,88.0,
Student_5449,1f9df071,6,E,6972060290,student_5449@school.com,100.0,,83.0,55.0,,58.0,58.0,,,
Student_5450,03eafc4c,7,A,9040659770,student_5450@school.com,46.0,,,64.0,73.0,97.0,,99.0,,
Student_5451,24f2d973,10,B,7139975752,student_5451@school.com,,66.0,,49.0,94.0,,72.0,72.0,,
Student_5452,7a7a66d1,6,C,6451989741,student_5452@school.com,84.0,80.0,,87.0,,89.0,64.0,,,
Student_5453,74eb0442,7,D,9920535437,student_5453@school.com,,,74.0,81.0,,87.0,,67.0,47.0,
Student_5454,77f3d4fe,10,D,6305313309,student_5454@school.com,,41.0,73.0,,,59.0,,81.0,91.0,
Student_5455,ccd0a983,9,D,9745302464,student_5455@school.com,,99.0,,91.0,54.0,,,66.0,,92.0
Student_5456,1f8167ae,9,E,7091651587,student_5456@school.com,51.0,59.0,75.0,,77.0,54.0,,,,
Student_5457,e66c1e93,10,E,9846650113,student_5457@school.com,79.0,,52.0,,,71.0,59.0,,,57.0
Student_5458,7d3ec525,11,B,9143765112,student_5458@school.com,,,,44.0,74.0,44.0,52.0,,,40.0
Student_5459,9d7aa804,8,A,7790280255,student_5459@school.com,,,98.0,89.0,,77.0,93.0,,44.0,
Student_5460,b64d8ea8,11,C,8531183209,student_5460@school.com,57.0,71.0,97.0,,,,,75.0,,66.0
Student_5461,776a90a5,11,E,8922510369,student_5461@school.com,94.0,,71.0,,95.0,62.0,,,,62.0
Student_5462,04dfbf1d,9,E,8577226090,student_5462@school.com,70.0,61.0,,65.0,,,91.0,40.0,,
Student_5463,ae96ee3d,10,E,7920656863,student_5463@school.com,,59.0,,59.0,,,82.0,68.0,84.0,
Student_5464,758689e4,9,C,7372060420,student_5464@school.com,87.0,45.0,79.0,,,,,45.0,78.0,
Student_5465,428cffa5,11,D,7552840090,student_5465@school.com,,83.0,86.0,48.0,,,89.0,,94.0,
Student_5466,e93b83df,6,E,9766929329,student_5466@school.com,69.0,,,,95.0,91.0,45.0,,,71.0
Student_5467,777bff09,9,E,6022778223,student_5467@school.com,,96.0,96.0,52.0,,97.0,,,56.0,
Student_5468,c36dc994,8,D,8111399777,student_5468@school.com,,,48.0,42.0,,70.0,78.0,72.0,,
Student_5469,8725b328,8,B,7299399115,student_5469@school.com,45.0,53.0,,,,45.0,59.0,93.0,,
Student_5470,2ce487f6,6,C,7810620742,student_5470@school.com,,,,42.0,78.0,,45.0,,42.0,50.0
Student_5471,3e254d1e,8,A,7253593210,student_5471@school.com,67.0,94.0,,,86.0,,98.0,,59.0,
Student_5472,e31155f0,7,E,9474151995,student_5472@school.com,84.0,79.0,72.0,,,64.0,,73.0,,
Student_5473,0de479f3,10,B,9007945465,student_5473@school.com,,54.0,,94.0,79.0,70.0,74.0,,,
Student_5474,108b92f1,11,C,9700282411,student_5474@school.com,,,,80.0,,48.0,93.0,,99.0,85.0
Student_5475,93e3bf15,9,B,6191467830,student_5475@school.com,,,81.0,,,,59.0,76.0,98.0,74.0
Student_5476,541a7bb9,9,C,9565429500,student_5476@school.com,,51.0,,75.0,,70.0,98.0,,59.0,
Student_5477,19d1f3d9,7,C,6803153726,student_5477@school.com,,55.0,,,77.0,,57.0,,96.0,65.0
Student_5478,c2a55364,8,A,7583051928,student_5478@school.com,93.0,,,,61.0,,93.0,71.0,89.0,
Student_5479,eebaf302,8,E,6856843909,student_5479@school.com,70.0,,,86.0,,44.0,,58.0,95.0,
Student_5480,0871eb32,7,C,6328691838,student_5480@school.com,,61.0,72.0,,86.0,41.0,,82.0,,
Student_5481,b9b381a7,7,E,8617048196,student_5481@school.com,47.0,,84.0,,,92.0,95.0,,41.0,
Student_5482,c44a38c6,10,D,8013954210,student_5482@school.com,74.0,55.0,,80.0,70.0,,,,,68.0
Student_5483,ccb5bf9a,10,D,7816028853,student_5483@school.com,,,99.0,51.0,,83.0,44.0,84.0,,
Student_5484,4fb8ade7,9,E,8068858362,student_5484@school.com,70.0,,77.0,,58.0,,,,50.0,80.0
Student_5485,503552b5,9,A,9426249586,student_5485@school.com,,54.0,,72.0,,71.0,89.0,98.0,,
Student_5486,c6556dbc,10,E,6584979673,student_5486@school.com,,85.0,,,,79.0,,85.0,46.0,46.0
Student_5487,917315b1,7,C,7233241738,student_5487@school.com,,100.0,50.0,73.0,,60.0,,55.0,,
Student_5488,d5de3652,9,A,6576767072,student_5488@school.com,79.0,,82.0,80.0,,68.0,,,,80.0
Student_5489,b3137b29,11,A,9621273705,student_5489@school.com,63.0,85.0,,,79.0,73.0,,,,90.0
Student_5490,d1a52755,7,C,8800163921,student_5490@school.com,,52.0,,,60.0,84.0,56.0,59.0,,
Student_5491,865a1dc4,9,E,7177860125,student_5491@school.com,,84.0,,,49.0,83.0,,70.0,,73.0
Student_5492,be383b84,10,B,7376430756,student_5492@school.com,99.0,,,61.0,41.0,,,73.0,,99.0
Student_5493,93535de1,9,D,6748592793,student_5493@school.com,,86.0,62.0,,,80.0,65.0,,94.0,
Student_5494,160326a6,9,A,6200337941,student_5494@school.com,90.0,99.0,,,99.0,83.0,,84.0,,
Student_5495,edf6c7aa,10,B,8315294898,student_5495@school.com,51.0,,68.0,,,99.0,,95.0,76.0,
Student_5496,79cf0f46,6,E,6855362901,student_5496@school.com,74.0,,46.0,40.0,,,86.0,,,62.0
Student_5497,28eaaf5e,7,E,7029883220,student_5497@school.com,,92.0,76.0,54.0,64.0,,,84.0,,
Student_5498,4ecd6cff,6,C,9373348899,student_5498@school.com,89.0,,,80.0,45.0,,91.0,55.0,,
Student_5499,13ea8149,6,D,6243928215,student_5499@school.com,88.0,,,,62.0,,,77.0,70.0,89.0
Student_5500,dafa0d21,11,D,8097479924,student_5500@school.com,,,,,72.0,,74.0,48.0,50.0,44.0
Student_5501,d60476cc,6,D,6244311312,student_5501@school.com,55.0,,,58.0,64.0,73.0,81.0,,,
Student_5502,ec1ba8df,7,E,9388575979,student_5502@school.com,,,65.0,,,58.0,83.0,41.0,,41.0
Student_5503,eef778e9,11,E,6108663628,student_5503@school.com,,42.0,85.0,,,,82.0,,72.0,49.0
Student_5504,8dbcd03d,8,B,6013633299,student_5504@school.com,83.0,44.0,66.0,,,43.0,,,,40.0
Student_5505,4295240b,10,A,9778640804,student_5505@school.com,,,75.0,97.0,,,79.0,86.0,47.0,
Student_5506,52a74e21,6,C,6131813337,student_5506@school.com,41.0,,,,,76.0,,87.0,51.0,79.0
Student_5507,9b602c66,7,A,9266383974,student_5507@school.com,52.0,68.0,,,,,61.0,74.0,67.0,
Student_5508,5fdc0f28,11,B,8960620654,student_5508@school.com,,56.0,80.0,68.0,,72.0,,,67.0,
Student_5509,356b05ed,6,E,7709828003,student_5509@school.com,,,73.0,,84.0,84.0,,60.0,54.0,
Student_5510,5ece9031,11,B,6162609108,student_5510@school.com,45.0,,93.0,,43.0,59.0,76.0,,,
Student_5511,cb13d8b4,10,B,6500654474,student_5511@school.com,,100.0,62.0,,81.0,,90.0,,,90.0
Student_5512,566e2b71,9,C,8038743230,student_5512@school.com,,,,90.0,94.0,,49.0,,93.0,61.0
Student_5513,ee4b0feb,6,C,9456928396,student_5513@school.com,94.0,,,46.0,95.0,49.0,,,91.0,
Student_5514,8dc2b6d8,9,B,8003529518,student_5514@school.com,54.0,53.0,,,45.0,,,,63.0,49.0
Student_5515,e46f72ec,9,E,7458917422,student_5515@school.com,,49.0,68.0,51.0,71.0,63.0,,,,
Student_5516,23535112,6,D,8952380720,student_5516@school.com,,58.0,84.0,48.0,53.0,,,,98.0,
Student_5517,6b2800b8,8,C,7607413056,student_5517@school.com,,,,82.0,82.0,100.0,61.0,64.0,,
Student_5518,a5efb967,9,E,8791661629,student_5518@school.com,,77.0,90.0,,46.0,,,55.0,,55.0
Student_5519,399b339f,7,B,9128412124,student_5519@school.com,53.0,,,42.0,,76.0,95.0,,,87.0
Student_5520,4249a29f,11,B,6751677397,student_5520@school.com,,,,,,97.0,74.0,49.0,84.0,53.0
Student_5521,21cc7009,7,E,6275570043,student_5521@school.com,,53.0,59.0,40.0,77.0,,78.0,,,
Student_5522,798528e8,6,C,9537475342,student_5522@school.com,94.0,,,64.0,,55.0,66.0,,85.0,
Student_5523,533c7f45,9,E,6111856973,student_5523@school.com,52.0,100.0,,,,94.0,,66.0,,51.0
Student_5524,9250dff2,9,A,6338549942,student_5524@school.com,,,,,,87.0,62.0,91.0,55.0,69.0
Student_5525,3ed10b21,7,C,8068404290,student_5525@school.com,79.0,,89.0,90.0,81.0,,47.0,,,
Student_5526,44889413,7,A,6684882438,student_5526@school.com,,,,,94.0,,95.0,55.0,84.0,40.0
Student_5527,ad3ed419,9,A,9024230421,student_5527@school.com,,,55.0,73.0,,,,75.0,82.0,40.0
Student_5528,9ce36e5e,7,C,7769934772,student_5528@school.com,,,74.0,44.0,,,80.0,69.0,,82.0
Student_5529,2d2e73b6,9,C,9058985982,student_5529@school.com,,53.0,40.0,93.0,,,,82.0,99.0,
Student_5530,d485b88f,7,E,7325681730,student_5530@school.com,,,64.0,,83.0,65.0,89.0,,58.0,
Student_5531,867b4c71,7,E,6275529487,student_5531@school.com,,,45.0,51.0,,67.0,46.0,,,54.0
